Created as New Dataset,Sample 004 By Administrator Date Thursday, March 26 2020
cm-1,%T
5133.75,82.26
5133.63,82.29
5133.50,82.30
5133.38,82.29
5133.25,82.25
5133.13,82.20
5133.00,82.15
5132.88,82.11
5132.75,82.08
5132.63,82.06
5132.50,82.05
5132.38,82.07
5132.25,82.12
5132.13,82.18
5132.00,82.24
5131.88,82.28
5131.75,82.29
5131.63,82.28
5131.50,82.28
5131.38,82.28
5131.25,82.27
5131.13,82.25
5131.00,82.23
5130.88,82.23
5130.75,82.24
5130.63,82.26
5130.50,82.28
5130.38,82.29
5130.25,82.27
5130.13,82.24
5130.00,82.21
5129.88,82.20
5129.75,82.22
5129.63,82.25
5129.50,82.27
5129.38,82.28
5129.25,82.26
5129.13,82.24
5129.00,82.23
5128.88,82.23
5128.75,82.24
5128.63,82.24
5128.50,82.26
5128.38,82.27
5128.25,82.27
5128.13,82.27
5128.00,82.26
5127.88,82.26
5127.75,82.26
5127.63,82.25
5127.50,82.24
5127.38,82.23
5127.25,82.22
5127.13,82.21
5127.00,82.22
5126.88,82.23
5126.75,82.24
5126.63,82.24
5126.50,82.25
5126.38,82.25
5126.25,82.24
5126.13,82.21
5126.00,82.19
5125.88,82.17
5125.75,82.16
5125.63,82.16
5125.50,82.17
5125.38,82.17
5125.25,82.16
5125.13,82.15
5125.00,82.15
5124.88,82.18
5124.75,82.21
5124.63,82.24
5124.50,82.26
5124.38,82.26
5124.25,82.25
5124.13,82.23
5124.00,82.22
5123.88,82.23
5123.75,82.24
5123.63,82.24
5123.50,82.22
5123.38,82.20
5123.25,82.20
5123.13,82.22
5123.00,82.25
5122.88,82.27
5122.75,82.26
5122.63,82.23
5122.50,82.20
5122.38,82.19
5122.25,82.21
5122.13,82.23
5122.00,82.24
5121.88,82.26
5121.75,82.27
5121.63,82.28
5121.50,82.26
5121.38,82.23
5121.25,82.18
5121.13,82.14
5121.00,82.14
5120.88,82.19
5120.75,82.27
5120.63,82.33
5120.50,82.35
5120.38,82.36
5120.25,82.37
5120.13,82.38
5120.00,82.37
5119.88,82.34
5119.75,82.29
5119.63,82.24
5119.50,82.19
5119.38,82.16
5119.25,82.13
5119.13,82.12
5119.00,82.12
5118.88,82.14
5118.75,82.16
5118.63,82.17
5118.50,82.17
5118.38,82.18
5118.25,82.21
5118.13,82.26
5118.00,82.31
5117.88,82.33
5117.75,82.33
5117.63,82.31
5117.50,82.29
5117.38,82.27
5117.25,82.26
5117.13,82.24
5117.00,82.22
5116.88,82.20
5116.75,82.19
5116.63,82.20
5116.50,82.22
5116.38,82.24
5116.25,82.24
5116.13,82.24
5116.00,82.23
5115.88,82.23
5115.75,82.24
5115.63,82.24
5115.50,82.24
5115.38,82.25
5115.25,82.25
5115.13,82.26
5115.00,82.26
5114.88,82.27
5114.75,82.28
5114.63,82.29
5114.50,82.28
5114.38,82.28
5114.25,82.27
5114.13,82.27
5114.00,82.26
5113.88,82.24
5113.75,82.24
5113.63,82.23
5113.50,82.21
5113.38,82.21
5113.25,82.22
5113.13,82.24
5113.00,82.26
5112.88,82.28
5112.75,82.31
5112.63,82.33
5112.50,82.34
5112.38,82.35
5112.25,82.34
5112.13,82.33
5112.00,82.30
5111.88,82.27
5111.75,82.25
5111.63,82.23
5111.50,82.23
5111.38,82.23
5111.25,82.22
5111.13,82.21
5111.00,82.21
5110.88,82.21
5110.75,82.21
5110.63,82.22
5110.50,82.22
5110.38,82.23
5110.25,82.24
5110.13,82.25
5110.00,82.24
5109.88,82.24
5109.75,82.24
5109.63,82.24
5109.50,82.23
5109.38,82.22
5109.25,82.22
5109.13,82.23
5109.00,82.25
5108.88,82.26
5108.75,82.25
5108.63,82.21
5108.50,82.17
5108.38,82.13
5108.25,82.12
5108.13,82.12
5108.00,82.13
5107.88,82.16
5107.75,82.19
5107.63,82.22
5107.50,82.24
5107.38,82.25
5107.25,82.27
5107.13,82.28
5107.00,82.27
5106.88,82.25
5106.75,82.24
5106.63,82.24
5106.50,82.23
5106.38,82.23
5106.25,82.22
5106.13,82.23
5106.00,82.23
5105.88,82.23
5105.75,82.24
5105.63,82.25
5105.50,82.25
5105.38,82.24
5105.25,82.22
5105.13,82.21
5105.00,82.20
5104.88,82.20
5104.75,82.20
5104.63,82.21
5104.50,82.21
5104.38,82.21
5104.25,82.22
5104.13,82.25
5104.00,82.26
5103.88,82.26
5103.75,82.25
5103.63,82.25
5103.50,82.24
5103.38,82.23
5103.25,82.18
5103.13,82.11
5103.00,82.04
5102.88,81.99
5102.75,81.98
5102.63,82.01
5102.50,82.06
5102.38,82.11
5102.25,82.16
5102.13,82.18
5102.00,82.19
5101.88,82.19
5101.75,82.19
5101.63,82.20
5101.50,82.23
5101.38,82.26
5101.25,82.28
5101.13,82.27
5101.00,82.26
5100.88,82.25
5100.75,82.25
5100.63,82.24
5100.50,82.24
5100.38,82.23
5100.25,82.22
5100.13,82.21
5100.00,82.20
5099.88,82.20
5099.75,82.21
5099.63,82.23
5099.50,82.23
5099.38,82.23
5099.25,82.22
5099.13,82.21
5099.00,82.19
5098.88,82.19
5098.75,82.19
5098.63,82.18
5098.50,82.14
5098.38,82.08
5098.25,82.00
5098.13,81.94
5098.00,81.90
5097.88,81.90
5097.75,81.93
5097.63,81.99
5097.50,82.04
5097.38,82.09
5097.25,82.13
5097.13,82.16
5097.00,82.18
5096.88,82.19
5096.75,82.19
5096.63,82.20
5096.50,82.21
5096.38,82.22
5096.25,82.24
5096.13,82.26
5096.00,82.25
5095.88,82.24
5095.75,82.22
5095.63,82.21
5095.50,82.21
5095.38,82.21
5095.25,82.21
5095.13,82.20
5095.00,82.20
5094.88,82.18
5094.75,82.14
5094.63,82.10
5094.50,82.07
5094.38,82.04
5094.25,82.03
5094.13,82.02
5094.00,82.03
5093.88,82.05
5093.75,82.07
5093.63,82.10
5093.50,82.11
5093.38,82.13
5093.25,82.16
5093.13,82.19
5093.00,82.21
5092.88,82.21
5092.75,82.19
5092.63,82.18
5092.50,82.16
5092.38,82.16
5092.25,82.15
5092.13,82.17
5092.00,82.19
5091.88,82.22
5091.75,82.24
5091.63,82.26
5091.50,82.26
5091.38,82.25
5091.25,82.23
5091.13,82.23
5091.00,82.24
5090.88,82.26
5090.75,82.27
5090.63,82.27
5090.50,82.28
5090.38,82.28
5090.25,82.28
5090.13,82.28
5090.00,82.27
5089.88,82.27
5089.75,82.27
5089.63,82.27
5089.50,82.25
5089.38,82.22
5089.25,82.20
5089.13,82.19
5089.00,82.19
5088.88,82.18
5088.75,82.17
5088.63,82.16
5088.50,82.16
5088.38,82.17
5088.25,82.18
5088.13,82.19
5088.00,82.20
5087.88,82.21
5087.75,82.21
5087.63,82.21
5087.50,82.19
5087.38,82.18
5087.25,82.19
5087.13,82.22
5087.00,82.26
5086.88,82.29
5086.75,82.29
5086.63,82.27
5086.50,82.26
5086.38,82.27
5086.25,82.29
5086.13,82.28
5086.00,82.27
5085.88,82.25
5085.75,82.25
5085.63,82.25
5085.50,82.24
5085.38,82.22
5085.25,82.21
5085.13,82.20
5085.00,82.22
5084.88,82.24
5084.75,82.26
5084.63,82.27
5084.50,82.26
5084.38,82.25
5084.25,82.24
5084.13,82.25
5084.00,82.26
5083.88,82.26
5083.75,82.27
5083.63,82.26
5083.50,82.24
5083.38,82.22
5083.25,82.21
5083.13,82.19
5083.00,82.19
5082.88,82.19
5082.75,82.20
5082.63,82.21
5082.50,82.22
5082.38,82.22
5082.25,82.21
5082.13,82.20
5082.00,82.21
5081.88,82.22
5081.75,82.24
5081.63,82.26
5081.50,82.27
5081.38,82.26
5081.25,82.25
5081.13,82.24
5081.00,82.25
5080.88,82.27
5080.75,82.28
5080.63,82.28
5080.50,82.28
5080.38,82.29
5080.25,82.30
5080.13,82.30
5080.00,82.29
5079.88,82.26
5079.75,82.24
5079.63,82.23
5079.50,82.22
5079.38,82.23
5079.25,82.24
5079.13,82.24
5079.00,82.24
5078.88,82.24
5078.75,82.24
5078.63,82.25
5078.50,82.26
5078.38,82.28
5078.25,82.29
5078.13,82.28
5078.00,82.26
5077.88,82.24
5077.75,82.22
5077.63,82.21
5077.50,82.22
5077.38,82.24
5077.25,82.25
5077.13,82.25
5077.00,82.24
5076.88,82.24
5076.75,82.26
5076.63,82.28
5076.50,82.30
5076.38,82.30
5076.25,82.30
5076.13,82.29
5076.00,82.29
5075.88,82.29
5075.75,82.28
5075.63,82.26
5075.50,82.23
5075.38,82.21
5075.25,82.20
5075.13,82.20
5075.00,82.20
5074.88,82.20
5074.75,82.22
5074.63,82.23
5074.50,82.23
5074.38,82.23
5074.25,82.22
5074.13,82.22
5074.00,82.21
5073.88,82.21
5073.75,82.21
5073.63,82.22
5073.50,82.23
5073.38,82.24
5073.25,82.24
5073.13,82.25
5073.00,82.25
5072.88,82.25
5072.75,82.26
5072.63,82.28
5072.50,82.29
5072.38,82.28
5072.25,82.28
5072.13,82.28
5072.00,82.29
5071.88,82.28
5071.75,82.28
5071.63,82.27
5071.50,82.25
5071.38,82.25
5071.25,82.25
5071.13,82.26
5071.00,82.26
5070.88,82.25
5070.75,82.23
5070.63,82.22
5070.50,82.23
5070.38,82.25
5070.25,82.27
5070.13,82.26
5070.00,82.24
5069.88,82.21
5069.75,82.20
5069.63,82.21
5069.50,82.23
5069.38,82.26
5069.25,82.29
5069.13,82.30
5069.00,82.31
5068.88,82.31
5068.75,82.30
5068.63,82.30
5068.50,82.28
5068.38,82.26
5068.25,82.25
5068.13,82.24
5068.00,82.24
5067.88,82.23
5067.75,82.23
5067.63,82.24
5067.50,82.26
5067.38,82.28
5067.25,82.30
5067.13,82.30
5067.00,82.29
5066.88,82.28
5066.75,82.28
5066.63,82.29
5066.50,82.30
5066.38,82.29
5066.25,82.28
5066.13,82.28
5066.00,82.27
5065.88,82.26
5065.75,82.24
5065.63,82.23
5065.50,82.23
5065.38,82.24
5065.25,82.24
5065.13,82.23
5065.00,82.22
5064.88,82.21
5064.75,82.22
5064.63,82.24
5064.50,82.26
5064.38,82.27
5064.25,82.27
5064.13,82.27
5064.00,82.25
5063.88,82.23
5063.75,82.21
5063.63,82.20
5063.50,82.20
5063.38,82.19
5063.25,82.17
5063.13,82.15
5063.00,82.14
5062.88,82.16
5062.75,82.18
5062.63,82.21
5062.50,82.22
5062.38,82.25
5062.25,82.28
5062.13,82.30
5062.00,82.30
5061.88,82.28
5061.75,82.26
5061.63,82.25
5061.50,82.25
5061.38,82.25
5061.25,82.24
5061.13,82.24
5061.00,82.22
5060.88,82.21
5060.75,82.20
5060.63,82.22
5060.50,82.24
5060.38,82.26
5060.25,82.25
5060.13,82.23
5060.00,82.21
5059.88,82.20
5059.75,82.21
5059.63,82.21
5059.50,82.22
5059.38,82.22
5059.25,82.23
5059.13,82.24
5059.00,82.25
5058.88,82.25
5058.75,82.25
5058.63,82.25
5058.50,82.22
5058.38,82.19
5058.25,82.17
5058.13,82.15
5058.00,82.14
5057.88,82.15
5057.75,82.17
5057.63,82.19
5057.50,82.20
5057.38,82.21
5057.25,82.21
5057.13,82.23
5057.00,82.23
5056.88,82.23
5056.75,82.23
5056.63,82.22
5056.50,82.22
5056.38,82.22
5056.25,82.23
5056.13,82.23
5056.00,82.22
5055.88,82.22
5055.75,82.23
5055.63,82.25
5055.50,82.28
5055.38,82.28
5055.25,82.28
5055.13,82.27
5055.00,82.25
5054.88,82.25
5054.75,82.25
5054.63,82.25
5054.50,82.26
5054.38,82.28
5054.25,82.29
5054.13,82.31
5054.00,82.31
5053.88,82.31
5053.75,82.31
5053.63,82.30
5053.50,82.29
5053.38,82.28
5053.25,82.26
5053.13,82.26
5053.00,82.26
5052.88,82.26
5052.75,82.26
5052.63,82.26
5052.50,82.27
5052.38,82.28
5052.25,82.30
5052.13,82.31
5052.00,82.31
5051.88,82.31
5051.75,82.29
5051.63,82.27
5051.50,82.25
5051.38,82.24
5051.25,82.24
5051.13,82.25
5051.00,82.25
5050.88,82.25
5050.75,82.24
5050.63,82.24
5050.50,82.25
5050.38,82.26
5050.25,82.26
5050.13,82.27
5050.00,82.28
5049.88,82.29
5049.75,82.31
5049.63,82.30
5049.50,82.27
5049.38,82.24
5049.25,82.22
5049.13,82.20
5049.00,82.19
5048.88,82.18
5048.75,82.17
5048.63,82.16
5048.50,82.17
5048.38,82.18
5048.25,82.20
5048.13,82.21
5048.00,82.21
5047.88,82.20
5047.75,82.19
5047.63,82.18
5047.50,82.18
5047.38,82.19
5047.25,82.21
5047.13,82.22
5047.00,82.24
5046.88,82.25
5046.75,82.25
5046.63,82.25
5046.50,82.24
5046.38,82.23
5046.25,82.23
5046.13,82.24
5046.00,82.23
5045.88,82.21
5045.75,82.18
5045.63,82.15
5045.50,82.13
5045.38,82.13
5045.25,82.13
5045.13,82.12
5045.00,82.11
5044.88,82.11
5044.75,82.12
5044.63,82.16
5044.50,82.21
5044.38,82.24
5044.25,82.25
5044.13,82.25
5044.00,82.25
5043.88,82.24
5043.75,82.23
5043.63,82.23
5043.50,82.23
5043.38,82.26
5043.25,82.28
5043.13,82.29
5043.00,82.28
5042.88,82.26
5042.75,82.24
5042.63,82.22
5042.50,82.22
5042.38,82.25
5042.25,82.28
5042.13,82.29
5042.00,82.27
5041.88,82.23
5041.75,82.19
5041.63,82.17
5041.50,82.15
5041.38,82.14
5041.25,82.14
5041.13,82.15
5041.00,82.19
5040.88,82.23
5040.75,82.26
5040.63,82.26
5040.50,82.25
5040.38,82.22
5040.25,82.20
5040.13,82.19
5040.00,82.20
5039.88,82.21
5039.75,82.22
5039.63,82.22
5039.50,82.23
5039.38,82.24
5039.25,82.25
5039.13,82.25
5039.00,82.25
5038.88,82.24
5038.75,82.24
5038.63,82.24
5038.50,82.25
5038.38,82.25
5038.25,82.26
5038.13,82.27
5038.00,82.26
5037.88,82.25
5037.75,82.24
5037.63,82.24
5037.50,82.26
5037.38,82.27
5037.25,82.27
5037.13,82.28
5037.00,82.28
5036.88,82.28
5036.75,82.28
5036.63,82.27
5036.50,82.26
5036.38,82.24
5036.25,82.22
5036.13,82.20
5036.00,82.18
5035.88,82.17
5035.75,82.18
5035.63,82.19
5035.50,82.20
5035.38,82.21
5035.25,82.21
5035.13,82.19
5035.00,82.16
5034.88,82.13
5034.75,82.11
5034.63,82.10
5034.50,82.09
5034.38,82.11
5034.25,82.15
5034.13,82.18
5034.00,82.20
5033.88,82.22
5033.75,82.24
5033.63,82.26
5033.50,82.29
5033.38,82.31
5033.25,82.32
5033.13,82.30
5033.00,82.27
5032.88,82.26
5032.75,82.26
5032.63,82.26
5032.50,82.24
5032.38,82.22
5032.25,82.20
5032.13,82.19
5032.00,82.19
5031.88,82.19
5031.75,82.17
5031.63,82.15
5031.50,82.12
5031.38,82.11
5031.25,82.12
5031.13,82.14
5031.00,82.16
5030.88,82.17
5030.75,82.18
5030.63,82.20
5030.50,82.22
5030.38,82.23
5030.25,82.24
5030.13,82.24
5030.00,82.24
5029.88,82.24
5029.75,82.22
5029.63,82.21
5029.50,82.20
5029.38,82.21
5029.25,82.21
5029.13,82.22
5029.00,82.22
5028.88,82.22
5028.75,82.23
5028.63,82.26
5028.50,82.28
5028.38,82.29
5028.25,82.29
5028.13,82.28
5028.00,82.28
5027.88,82.28
5027.75,82.27
5027.63,82.27
5027.50,82.26
5027.38,82.26
5027.25,82.26
5027.13,82.26
5027.00,82.27
5026.88,82.28
5026.75,82.28
5026.63,82.26
5026.50,82.24
5026.38,82.22
5026.25,82.21
5026.13,82.20
5026.00,82.20
5025.88,82.19
5025.75,82.19
5025.63,82.17
5025.50,82.15
5025.38,82.15
5025.25,82.16
5025.13,82.17
5025.00,82.18
5024.88,82.17
5024.75,82.18
5024.63,82.20
5024.50,82.22
5024.38,82.23
5024.25,82.24
5024.13,82.26
5024.00,82.27
5023.88,82.28
5023.75,82.28
5023.63,82.27
5023.50,82.27
5023.38,82.26
5023.25,82.26
5023.13,82.26
5023.00,82.27
5022.88,82.28
5022.75,82.29
5022.63,82.29
5022.50,82.28
5022.38,82.25
5022.25,82.24
5022.13,82.23
5022.00,82.23
5021.88,82.23
5021.75,82.23
5021.63,82.23
5021.50,82.24
5021.38,82.24
5021.25,82.24
5021.13,82.23
5021.00,82.22
5020.88,82.22
5020.75,82.25
5020.63,82.27
5020.50,82.27
5020.38,82.24
5020.25,82.19
5020.13,82.15
5020.00,82.13
5019.88,82.13
5019.75,82.14
5019.63,82.15
5019.50,82.15
5019.38,82.15
5019.25,82.16
5019.13,82.18
5019.00,82.20
5018.88,82.22
5018.75,82.22
5018.63,82.22
5018.50,82.21
5018.38,82.21
5018.25,82.21
5018.13,82.20
5018.00,82.18
5017.88,82.16
5017.75,82.17
5017.63,82.18
5017.50,82.18
5017.38,82.17
5017.25,82.15
5017.13,82.15
5017.00,82.15
5016.88,82.16
5016.75,82.17
5016.63,82.20
5016.50,82.23
5016.38,82.25
5016.25,82.26
5016.13,82.26
5016.00,82.26
5015.88,82.26
5015.75,82.27
5015.63,82.29
5015.50,82.30
5015.38,82.30
5015.25,82.28
5015.13,82.27
5015.00,82.26
5014.88,82.26
5014.75,82.27
5014.63,82.27
5014.50,82.27
5014.38,82.26
5014.25,82.25
5014.13,82.25
5014.00,82.24
5013.88,82.23
5013.75,82.22
5013.63,82.20
5013.50,82.19
5013.38,82.21
5013.25,82.24
5013.13,82.27
5013.00,82.28
5012.88,82.26
5012.75,82.23
5012.63,82.20
5012.50,82.18
5012.38,82.18
5012.25,82.18
5012.13,82.19
5012.00,82.20
5011.88,82.22
5011.75,82.25
5011.63,82.28
5011.50,82.29
5011.38,82.28
5011.25,82.27
5011.13,82.26
5011.00,82.25
5010.88,82.25
5010.75,82.24
5010.63,82.23
5010.50,82.20
5010.38,82.17
5010.25,82.15
5010.13,82.16
5010.00,82.18
5009.88,82.21
5009.75,82.24
5009.63,82.25
5009.50,82.24
5009.38,82.22
5009.25,82.21
5009.13,82.20
5009.00,82.20
5008.88,82.20
5008.75,82.20
5008.63,82.21
5008.50,82.22
5008.38,82.24
5008.25,82.25
5008.13,82.25
5008.00,82.24
5007.88,82.23
5007.75,82.23
5007.63,82.24
5007.50,82.26
5007.38,82.26
5007.25,82.26
5007.13,82.27
5007.00,82.27
5006.88,82.27
5006.75,82.26
5006.63,82.25
5006.50,82.24
5006.38,82.23
5006.25,82.23
5006.13,82.23
5006.00,82.23
5005.88,82.24
5005.75,82.24
5005.63,82.25
5005.50,82.25
5005.38,82.26
5005.25,82.26
5005.13,82.25
5005.00,82.24
5004.88,82.22
5004.75,82.20
5004.63,82.19
5004.50,82.20
5004.38,82.20
5004.25,82.20
5004.13,82.20
5004.00,82.20
5003.88,82.21
5003.75,82.22
5003.63,82.23
5003.50,82.24
5003.38,82.25
5003.25,82.26
5003.13,82.26
5003.00,82.24
5002.88,82.22
5002.75,82.21
5002.63,82.21
5002.50,82.21
5002.38,82.22
5002.25,82.21
5002.13,82.21
5002.00,82.19
5001.88,82.18
5001.75,82.18
5001.63,82.22
5001.50,82.26
5001.38,82.29
5001.25,82.30
5001.13,82.28
5001.00,82.26
5000.88,82.23
5000.75,82.22
5000.63,82.21
5000.50,82.21
5000.38,82.22
5000.25,82.22
5000.13,82.23
5000.00,82.23
4999.88,82.24
4999.75,82.25
4999.63,82.27
4999.50,82.29
4999.38,82.29
4999.25,82.27
4999.13,82.25
4999.00,82.25
4998.88,82.26
4998.75,82.28
4998.63,82.29
4998.50,82.29
4998.38,82.27
4998.25,82.26
4998.13,82.25
4998.00,82.26
4997.88,82.27
4997.75,82.29
4997.63,82.29
4997.50,82.29
4997.38,82.27
4997.25,82.25
4997.13,82.21
4997.00,82.18
4996.88,82.16
4996.75,82.17
4996.63,82.19
4996.50,82.21
4996.38,82.22
4996.25,82.23
4996.13,82.23
4996.00,82.24
4995.88,82.23
4995.75,82.22
4995.63,82.19
4995.50,82.15
4995.38,82.13
4995.25,82.13
4995.13,82.15
4995.00,82.18
4994.88,82.20
4994.75,82.21
4994.63,82.23
4994.50,82.24
4994.38,82.27
4994.25,82.28
4994.13,82.29
4994.00,82.29
4993.88,82.28
4993.75,82.28
4993.63,82.26
4993.50,82.24
4993.38,82.22
4993.25,82.22
4993.13,82.23
4993.00,82.24
4992.88,82.25
4992.75,82.25
4992.63,82.25
4992.50,82.23
4992.38,82.22
4992.25,82.21
4992.13,82.21
4992.00,82.21
4991.88,82.21
4991.75,82.20
4991.63,82.18
4991.50,82.19
4991.38,82.20
4991.25,82.23
4991.13,82.27
4991.00,82.29
4990.88,82.29
4990.75,82.26
4990.63,82.23
4990.50,82.21
4990.38,82.19
4990.25,82.19
4990.13,82.18
4990.00,82.18
4989.88,82.18
4989.75,82.19
4989.63,82.23
4989.50,82.27
4989.38,82.28
4989.25,82.27
4989.13,82.26
4989.00,82.25
4988.88,82.24
4988.75,82.24
4988.63,82.25
4988.50,82.26
4988.38,82.27
4988.25,82.27
4988.13,82.28
4988.00,82.27
4987.88,82.26
4987.75,82.25
4987.63,82.24
4987.50,82.24
4987.38,82.24
4987.25,82.24
4987.13,82.24
4987.00,82.23
4986.88,82.22
4986.75,82.22
4986.63,82.23
4986.50,82.24
4986.38,82.25
4986.25,82.25
4986.13,82.27
4986.00,82.29
4985.88,82.30
4985.75,82.31
4985.63,82.32
4985.50,82.31
4985.38,82.29
4985.25,82.26
4985.13,82.23
4985.00,82.22
4984.88,82.22
4984.75,82.23
4984.63,82.24
4984.50,82.25
4984.38,82.26
4984.25,82.27
4984.13,82.26
4984.00,82.24
4983.88,82.24
4983.75,82.23
4983.63,82.22
4983.50,82.21
4983.38,82.21
4983.25,82.22
4983.13,82.23
4983.00,82.25
4982.88,82.26
4982.75,82.27
4982.63,82.26
4982.50,82.25
4982.38,82.24
4982.25,82.26
4982.13,82.28
4982.00,82.28
4981.88,82.28
4981.75,82.27
4981.63,82.26
4981.50,82.24
4981.38,82.23
4981.25,82.23
4981.13,82.24
4981.00,82.24
4980.88,82.24
4980.75,82.22
4980.63,82.21
4980.50,82.21
4980.38,82.21
4980.25,82.22
4980.13,82.23
4980.00,82.24
4979.88,82.25
4979.75,82.26
4979.63,82.28
4979.50,82.29
4979.38,82.30
4979.25,82.29
4979.13,82.28
4979.00,82.28
4978.88,82.29
4978.75,82.29
4978.63,82.29
4978.50,82.28
4978.38,82.27
4978.25,82.26
4978.13,82.26
4978.00,82.26
4977.88,82.25
4977.75,82.24
4977.63,82.24
4977.50,82.23
4977.38,82.22
4977.25,82.20
4977.13,82.18
4977.00,82.17
4976.88,82.18
4976.75,82.19
4976.63,82.22
4976.50,82.25
4976.38,82.26
4976.25,82.26
4976.13,82.26
4976.00,82.26
4975.88,82.28
4975.75,82.28
4975.63,82.27
4975.50,82.27
4975.38,82.27
4975.25,82.27
4975.13,82.26
4975.00,82.26
4974.88,82.26
4974.75,82.26
4974.63,82.26
4974.50,82.25
4974.38,82.25
4974.25,82.24
4974.13,82.24
4974.00,82.25
4973.88,82.26
4973.75,82.26
4973.63,82.27
4973.50,82.26
4973.38,82.25
4973.25,82.24
4973.13,82.23
4973.00,82.21
4972.88,82.20
4972.75,82.21
4972.63,82.23
4972.50,82.25
4972.38,82.26
4972.25,82.26
4972.13,82.26
4972.00,82.25
4971.88,82.25
4971.75,82.26
4971.63,82.27
4971.50,82.29
4971.38,82.29
4971.25,82.28
4971.13,82.26
4971.00,82.25
4970.88,82.25
4970.75,82.26
4970.63,82.27
4970.50,82.28
4970.38,82.27
4970.25,82.25
4970.13,82.23
4970.00,82.22
4969.88,82.23
4969.75,82.24
4969.63,82.26
4969.50,82.27
4969.38,82.27
4969.25,82.25
4969.13,82.23
4969.00,82.23
4968.88,82.23
4968.75,82.25
4968.63,82.26
4968.50,82.26
4968.38,82.25
4968.25,82.25
4968.13,82.26
4968.00,82.28
4967.88,82.28
4967.75,82.26
4967.63,82.25
4967.50,82.24
4967.38,82.25
4967.25,82.26
4967.13,82.27
4967.00,82.28
4966.88,82.28
4966.75,82.29
4966.63,82.30
4966.50,82.32
4966.38,82.32
4966.25,82.31
4966.13,82.29
4966.00,82.28
4965.88,82.28
4965.75,82.27
4965.63,82.27
4965.50,82.26
4965.38,82.26
4965.25,82.26
4965.13,82.26
4965.00,82.26
4964.88,82.26
4964.75,82.27
4964.63,82.27
4964.50,82.27
4964.38,82.29
4964.25,82.30
4964.13,82.30
4964.00,82.30
4963.88,82.30
4963.75,82.30
4963.63,82.30
4963.50,82.32
4963.38,82.33
4963.25,82.33
4963.13,82.31
4963.00,82.28
4962.88,82.24
4962.75,82.21
4962.63,82.22
4962.50,82.24
4962.38,82.26
4962.25,82.25
4962.13,82.23
4962.00,82.21
4961.88,82.21
4961.75,82.21
4961.63,82.23
4961.50,82.25
4961.38,82.27
4961.25,82.27
4961.13,82.27
4961.00,82.27
4960.88,82.28
4960.75,82.29
4960.63,82.29
4960.50,82.28
4960.38,82.28
4960.25,82.28
4960.13,82.28
4960.00,82.28
4959.88,82.27
4959.75,82.27
4959.63,82.27
4959.50,82.28
4959.38,82.28
4959.25,82.28
4959.13,82.28
4959.00,82.27
4958.88,82.26
4958.75,82.26
4958.63,82.26
4958.50,82.26
4958.38,82.27
4958.25,82.27
4958.13,82.27
4958.00,82.27
4957.88,82.26
4957.75,82.27
4957.63,82.27
4957.50,82.28
4957.38,82.28
4957.25,82.28
4957.13,82.29
4957.00,82.30
4956.88,82.30
4956.75,82.29
4956.63,82.28
4956.50,82.27
4956.38,82.26
4956.25,82.26
4956.13,82.27
4956.00,82.27
4955.88,82.28
4955.75,82.29
4955.63,82.29
4955.50,82.30
4955.38,82.29
4955.25,82.29
4955.13,82.27
4955.00,82.25
4954.88,82.24
4954.75,82.25
4954.63,82.27
4954.50,82.28
4954.38,82.27
4954.25,82.26
4954.13,82.25
4954.00,82.25
4953.88,82.27
4953.75,82.29
4953.63,82.30
4953.50,82.29
4953.38,82.29
4953.25,82.29
4953.13,82.29
4953.00,82.28
4952.88,82.27
4952.75,82.26
4952.63,82.26
4952.50,82.26
4952.38,82.26
4952.25,82.26
4952.13,82.27
4952.00,82.29
4951.88,82.31
4951.75,82.32
4951.63,82.31
4951.50,82.29
4951.38,82.27
4951.25,82.26
4951.13,82.26
4951.00,82.25
4950.88,82.25
4950.75,82.25
4950.63,82.25
4950.50,82.26
4950.38,82.28
4950.25,82.29
4950.13,82.30
4950.00,82.31
4949.88,82.30
4949.75,82.30
4949.63,82.30
4949.50,82.31
4949.38,82.31
4949.25,82.32
4949.13,82.32
4949.00,82.32
4948.88,82.32
4948.75,82.30
4948.63,82.27
4948.50,82.24
4948.38,82.22
4948.25,82.23
4948.13,82.26
4948.00,82.29
4947.88,82.30
4947.75,82.30
4947.63,82.28
4947.50,82.27
4947.38,82.27
4947.25,82.26
4947.13,82.25
4947.00,82.24
4946.88,82.24
4946.75,82.25
4946.63,82.26
4946.50,82.28
4946.38,82.29
4946.25,82.29
4946.13,82.27
4946.00,82.26
4945.88,82.25
4945.75,82.26
4945.63,82.26
4945.50,82.28
4945.38,82.30
4945.25,82.34
4945.13,82.36
4945.00,82.36
4944.88,82.35
4944.75,82.34
4944.63,82.32
4944.50,82.29
4944.38,82.26
4944.25,82.24
4944.13,82.25
4944.00,82.28
4943.88,82.31
4943.75,82.33
4943.63,82.33
4943.50,82.33
4943.38,82.33
4943.25,82.32
4943.13,82.30
4943.00,82.28
4942.88,82.26
4942.75,82.24
4942.63,82.23
4942.50,82.23
4942.38,82.23
4942.25,82.25
4942.13,82.27
4942.00,82.29
4941.88,82.29
4941.75,82.28
4941.63,82.27
4941.50,82.27
4941.38,82.28
4941.25,82.28
4941.13,82.28
4941.00,82.28
4940.88,82.28
4940.75,82.28
4940.63,82.27
4940.50,82.24
4940.38,82.21
4940.25,82.20
4940.13,82.23
