Created as New Dataset,Sample 004 By Administrator Date Thursday, March 26 2020
cm-1,%T
3805.38,82.84
3805.25,82.85
3805.13,82.87
3805.00,82.89
3804.88,82.91
3804.75,82.92
3804.63,82.93
3804.50,82.92
3804.38,82.92
3804.25,82.95
3804.13,82.99
3804.00,83.00
3803.88,82.93
3803.75,82.82
3803.63,82.71
3803.50,82.57
3803.38,82.36
3803.25,82.15
3803.13,82.10
3803.00,82.20
3802.88,82.38
3802.75,82.47
3802.63,82.43
3802.50,82.27
3802.38,82.12
3802.25,81.85
3802.13,81.42
3802.00,82.14
3801.88,83.18
3801.75,83.04
3801.63,82.72
3801.50,82.70
3801.38,82.78
3801.25,82.85
3801.13,82.85
3801.00,82.82
3800.88,82.71
3800.75,82.47
3800.63,82.12
3800.50,81.73
3800.38,81.41
3800.25,81.25
3800.13,81.30
3800.00,81.52
3799.88,81.80
3799.75,82.07
3799.63,82.28
3799.50,82.38
3799.38,82.32
3799.25,82.11
3799.13,81.87
3799.00,81.71
3798.88,81.69
3798.75,81.79
3798.63,81.97
3798.50,82.17
3798.38,82.34
3798.25,82.43
3798.13,82.45
3798.00,82.48
3797.88,82.59
3797.75,82.80
3797.63,83.06
3797.50,83.25
3797.38,83.30
3797.25,83.19
3797.13,83.14
3797.00,83.29
3796.88,83.31
3796.75,83.10
3796.63,82.96
3796.50,82.98
3796.38,83.04
3796.25,83.04
3796.13,82.99
3796.00,82.94
3795.88,82.91
3795.75,82.89
3795.63,82.87
3795.50,82.85
3795.38,82.82
3795.25,82.80
3795.13,82.79
3795.00,82.79
3794.88,82.80
3794.75,82.83
3794.63,82.86
3794.50,82.87
3794.38,82.86
3794.25,82.83
3794.13,82.78
3794.00,82.67
3793.88,82.47
3793.75,82.16
3793.63,81.79
3793.50,81.46
3793.38,81.25
3793.25,81.22
3793.13,81.34
3793.00,81.57
3792.88,81.83
3792.75,82.09
3792.63,82.30
3792.50,82.46
3792.38,82.56
3792.25,82.61
3792.13,82.59
3792.00,82.51
3791.88,82.38
3791.75,82.27
3791.63,82.23
3791.50,82.25
3791.38,82.30
3791.25,82.32
3791.13,82.30
3791.00,82.28
3790.88,82.30
3790.75,82.38
3790.63,82.48
3790.50,82.59
3790.38,82.67
3790.25,82.73
3790.13,82.78
3790.00,82.80
3789.88,82.79
3789.75,82.72
3789.63,82.56
3789.50,82.28
3789.38,81.89
3789.25,81.49
3789.13,81.23
3789.00,81.17
3788.88,81.25
3788.75,81.33
3788.63,81.30
3788.50,81.16
3788.38,81.01
3788.25,80.97
3788.13,81.10
3788.00,81.35
3787.88,81.64
3787.75,81.90
3787.63,82.08
3787.50,82.13
3787.38,81.98
3787.25,81.68
3787.13,81.36
3787.00,81.19
3786.88,81.24
3786.75,81.45
3786.63,81.71
3786.50,81.93
3786.38,82.02
3786.25,81.98
3786.13,81.88
3786.00,81.84
3785.88,81.93
3785.75,82.11
3785.63,82.28
3785.50,82.37
3785.38,82.40
3785.25,82.42
3785.13,82.41
3785.00,82.34
3784.88,82.24
3784.75,82.21
3784.63,82.29
3784.50,82.43
3784.38,82.57
3784.25,82.65
3784.13,82.70
3784.00,82.70
3783.88,82.65
3783.75,82.58
3783.63,82.52
3783.50,82.51
3783.38,82.54
3783.25,82.60
3783.13,82.67
3783.00,82.73
3782.88,82.78
3782.75,82.82
3782.63,82.86
3782.50,82.88
3782.38,82.88
3782.25,82.88
3782.13,82.87
3782.00,82.88
3781.88,82.89
3781.75,82.89
3781.63,82.88
3781.50,82.86
3781.38,82.83
3781.25,82.77
3781.13,82.69
3781.00,82.64
3780.88,82.64
3780.75,82.70
3780.63,82.79
3780.50,82.85
3780.38,82.82
3780.25,82.79
3780.13,82.90
3780.00,82.97
3779.88,82.76
3779.75,82.41
3779.63,82.11
3779.50,81.93
3779.38,81.87
3779.25,81.92
3779.13,82.05
3779.00,82.21
3778.88,82.37
3778.75,82.47
3778.63,82.52
3778.50,82.49
3778.38,82.41
3778.25,82.27
3778.13,82.05
3778.00,81.72
3777.88,81.33
3777.75,80.99
3777.63,80.81
3777.50,80.81
3777.38,80.92
3777.25,81.10
3777.13,81.32
3777.00,81.55
3776.88,81.75
3776.75,81.87
3776.63,81.91
3776.50,81.93
3776.38,82.00
3776.25,82.12
3776.13,82.26
3776.00,82.38
3775.88,82.47
3775.75,82.53
3775.63,82.58
3775.50,82.59
3775.38,82.57
3775.25,82.46
3775.13,82.21
3775.00,81.82
3774.88,81.37
3774.75,81.01
3774.63,80.88
3774.50,81.00
3774.38,81.27
3774.25,81.61
3774.13,81.92
3774.00,82.18
3773.88,82.37
3773.75,82.46
3773.63,82.43
3773.50,82.26
3773.38,81.95
3773.25,81.58
3773.13,81.29
3773.00,81.20
3772.88,81.32
3772.75,81.56
3772.63,81.82
3772.50,82.07
3772.38,82.29
3772.25,82.47
3772.13,82.59
3772.00,82.65
3771.88,82.65
3771.75,82.62
3771.63,82.58
3771.50,82.54
3771.38,82.55
3771.25,82.66
3771.13,82.87
3771.00,83.10
3770.88,83.23
3770.75,83.17
3770.63,83.00
3770.50,83.13
3770.38,83.38
3770.25,83.26
3770.13,83.02
3770.00,82.96
3769.88,82.98
3769.75,82.94
3769.63,82.79
3769.50,82.61
3769.38,82.47
3769.25,82.36
3769.13,82.22
3769.00,82.01
3768.88,81.78
3768.75,81.62
3768.63,81.59
3768.50,81.70
3768.38,81.90
3768.25,82.12
3768.13,82.33
3768.00,82.49
3767.88,82.62
3767.75,82.72
3767.63,82.80
3767.50,82.86
3767.38,82.92
3767.25,82.98
3767.13,83.10
3767.00,83.31
3766.88,83.54
3766.75,83.66
3766.63,83.61
3766.50,83.43
3766.38,83.35
3766.25,83.26
3766.13,82.83
3766.00,82.18
3765.88,81.60
3765.75,81.18
3765.63,80.95
3765.50,80.88
3765.38,80.92
3765.25,81.01
3765.13,81.11
3765.00,81.27
3764.88,81.49
3764.75,81.74
3764.63,81.96
3764.50,82.15
3764.38,82.29
3764.25,82.38
3764.13,82.45
3764.00,82.52
3763.88,82.60
3763.75,82.68
3763.63,82.76
3763.50,82.83
3763.38,82.87
3763.25,82.90
3763.13,82.90
3763.00,82.89
3762.88,82.87
3762.75,82.84
3762.63,82.79
3762.50,82.68
3762.38,82.46
3762.25,82.08
3762.13,81.63
3762.00,81.24
3761.88,81.05
3761.75,81.06
3761.63,81.19
3761.50,81.33
3761.38,81.46
3761.25,81.65
3761.13,81.95
3761.00,82.30
3760.88,82.58
3760.75,82.68
3760.63,82.63
3760.50,82.71
3760.38,83.00
3760.25,83.15
3760.13,83.08
3760.00,83.07
3759.88,83.14
3759.75,83.22
3759.63,83.24
3759.50,83.16
3759.38,83.04
3759.25,82.92
3759.13,82.83
3759.00,82.74
3758.88,82.67
3758.75,82.63
3758.63,82.65
3758.50,82.70
3758.38,82.76
3758.25,82.81
3758.13,82.87
3758.00,82.97
3757.88,83.12
3757.75,83.23
3757.63,83.13
3757.50,82.76
3757.38,82.21
3757.25,81.81
3757.13,81.67
3757.00,81.61
3756.88,81.60
3756.75,81.73
3756.63,81.97
3756.50,82.21
3756.38,82.40
3756.25,82.54
3756.13,82.65
3756.00,82.74
3755.88,82.82
3755.75,82.87
3755.63,82.91
3755.50,82.93
3755.38,82.94
3755.25,82.94
3755.13,82.94
3755.00,82.95
3754.88,82.96
3754.75,82.94
3754.63,82.92
3754.50,82.93
3754.38,82.97
3754.25,83.00
3754.13,83.02
3754.00,83.10
3753.88,83.25
3753.75,83.48
3753.63,83.75
3753.50,83.94
3753.38,84.03
3753.25,83.84
3753.13,83.37
3753.00,82.12
3752.88,81.32
3752.75,82.01
3752.63,82.19
3752.50,81.82
3752.38,81.86
3752.25,82.16
3752.13,82.47
3752.00,82.57
3751.88,82.50
3751.75,82.43
3751.63,82.45
3751.50,82.58
3751.38,82.74
3751.25,82.88
3751.13,83.04
3751.00,83.25
3750.88,83.51
3750.75,83.76
3750.63,83.93
3750.50,84.11
3750.38,84.30
3750.25,84.29
3750.13,83.47
3750.00,83.56
3749.88,84.47
3749.75,83.95
3749.63,83.02
3749.50,82.54
3749.38,82.34
3749.25,82.28
3749.13,82.10
3749.00,81.81
3748.88,81.52
3748.75,81.41
3748.63,81.52
3748.50,81.80
3748.38,82.13
3748.25,82.43
3748.13,82.70
3748.00,82.93
3747.88,83.05
3747.75,83.06
3747.63,83.03
3747.50,83.02
3747.38,83.02
3747.25,82.98
3747.13,82.95
3747.00,82.96
3746.88,83.02
3746.75,83.08
3746.63,83.15
3746.50,83.28
3746.38,83.51
3746.25,83.79
3746.13,84.05
3746.00,84.33
3745.88,84.54
3745.75,84.62
3745.63,84.42
3745.50,84.12
3745.38,83.66
3745.25,84.14
3745.13,85.75
3745.00,85.91
3744.88,84.71
3744.75,83.79
3744.63,83.46
3744.50,83.47
3744.38,83.34
3744.25,83.08
3744.13,82.95
3744.00,82.98
3743.88,83.05
3743.75,83.07
3743.63,83.04
3743.50,83.00
3743.38,82.97
3743.25,82.91
3743.13,82.82
3743.00,82.68
3742.88,82.52
3742.75,82.38
3742.63,82.38
3742.50,82.50
3742.38,82.68
3742.25,82.84
3742.13,82.98
3742.00,83.16
3741.88,83.35
3741.75,83.43
3741.63,83.34
3741.50,83.24
3741.38,83.15
3741.25,83.02
3741.13,82.76
3741.00,82.41
3740.88,82.08
3740.75,81.87
3740.63,81.83
3740.50,81.95
3740.38,82.16
3740.25,82.40
3740.13,82.63
3740.00,82.80
3739.88,82.91
3739.75,82.98
3739.63,83.02
3739.50,83.01
3739.38,82.96
3739.25,82.87
3739.13,82.78
3739.00,82.66
3738.88,82.41
3738.75,82.02
3738.63,81.73
3738.50,81.71
3738.38,81.93
3738.25,82.27
3738.13,82.68
3738.00,83.13
3737.88,83.53
3737.75,83.74
3737.63,83.79
3737.50,83.57
3737.38,83.47
3737.25,83.81
3737.13,83.75
3737.00,83.25
3736.88,83.05
3736.75,83.23
3736.63,83.54
3736.50,83.72
3736.38,83.76
3736.25,83.83
3736.13,84.07
3736.00,84.33
3735.88,84.33
3735.75,84.08
3735.63,83.81
3735.50,83.63
3735.38,83.42
3735.25,83.05
3735.13,82.72
3735.00,82.64
3734.88,82.75
3734.75,82.86
3734.63,82.88
3734.50,82.86
3734.38,82.86
3734.25,82.91
3734.13,82.98
3734.00,83.03
3733.88,83.07
3733.75,83.13
3733.63,83.25
3733.50,83.45
3733.38,83.69
3733.25,83.90
3733.13,84.03
3733.00,83.97
3732.88,83.57
3732.75,83.54
3732.63,83.89
3732.50,83.62
3732.38,83.07
3732.25,82.80
3732.13,82.70
3732.00,82.66
3731.88,82.64
3731.75,82.67
3731.63,82.75
3731.50,82.84
3731.38,82.92
3731.25,82.98
3731.13,83.03
3731.00,83.05
3730.88,83.05
3730.75,83.03
3730.63,83.02
3730.50,83.04
3730.38,83.06
3730.25,83.08
3730.13,83.06
3730.00,83.02
3729.88,83.00
3729.75,83.00
3729.63,83.01
3729.50,83.00
3729.38,82.97
3729.25,82.97
3729.13,83.01
3729.00,83.09
3728.88,83.14
3728.75,83.15
3728.63,83.13
3728.50,83.13
3728.38,83.17
3728.25,83.18
3728.13,83.15
3728.00,83.15
3727.88,83.30
3727.75,83.52
3727.63,83.63
3727.50,83.52
3727.38,83.24
3727.25,83.05
3727.13,83.03
3727.00,82.92
3726.88,82.75
3726.75,82.73
3726.63,82.85
3726.50,82.98
3726.38,83.08
3726.25,83.19
3726.13,83.30
3726.00,83.34
3725.88,83.31
3725.75,83.26
3725.63,83.26
3725.50,83.28
3725.38,83.23
3725.25,83.11
3725.13,83.03
3725.00,83.03
3724.88,83.03
3724.75,82.96
3724.63,82.80
3724.50,82.63
3724.38,82.48
3724.25,82.37
3724.13,82.27
3724.00,82.19
3723.88,82.11
3723.75,82.07
3723.63,82.16
3723.50,82.43
3723.38,82.77
3723.25,83.00
3723.13,83.06
3723.00,83.04
3722.88,83.11
3722.75,83.25
3722.63,83.20
3722.50,83.00
3722.38,82.89
3722.25,82.92
3722.13,82.98
3722.00,82.99
3721.88,82.96
3721.75,82.94
3721.63,82.94
3721.50,82.95
3721.38,82.96
3721.25,82.96
3721.13,82.95
3721.00,82.95
3720.88,82.96
3720.75,82.98
3720.63,83.01
3720.50,83.02
3720.38,83.05
3720.25,83.13
3720.13,83.26
3720.00,83.37
3719.88,83.40
3719.75,83.37
3719.63,83.35
3719.50,83.36
3719.38,83.30
3719.25,83.19
3719.13,83.12
3719.00,83.11
3718.88,83.11
3718.75,83.08
3718.63,83.05
3718.50,83.03
3718.38,83.04
3718.25,83.05
3718.13,83.03
3718.00,83.01
3717.88,83.00
3717.75,83.00
3717.63,83.02
3717.50,83.03
3717.38,83.05
3717.25,83.06
3717.13,83.06
3717.00,83.06
3716.88,83.06
3716.75,83.05
3716.63,83.03
3716.50,83.02
3716.38,83.00
3716.25,83.00
3716.13,83.04
3716.00,83.12
3715.88,83.19
3715.75,83.19
3715.63,83.10
3715.50,82.99
3715.38,82.87
3715.25,82.73
3715.13,82.58
3715.00,82.50
3714.88,82.54
3714.75,82.62
3714.63,82.67
3714.50,82.69
3714.38,82.69
3714.25,82.72
3714.13,82.78
3714.00,82.88
3713.88,83.02
3713.75,83.16
3713.63,83.38
3713.50,83.67
3713.38,83.94
3713.25,84.12
3713.13,84.23
3713.00,84.10
3712.88,83.85
3712.75,84.19
3712.63,84.37
3712.50,83.88
3712.38,83.51
3712.25,83.46
3712.13,83.49
3712.00,83.48
3711.88,83.40
3711.75,83.32
3711.63,83.28
3711.50,83.24
3711.38,83.20
3711.25,83.13
3711.13,83.07
3711.00,83.04
3710.88,83.05
3710.75,83.17
3710.63,83.36
3710.50,83.53
3710.38,83.57
3710.25,83.35
3710.13,82.93
3710.00,82.70
3709.88,82.67
3709.75,82.51
3709.63,82.38
3709.50,82.45
3709.38,82.60
3709.25,82.72
3709.13,82.74
3709.00,82.70
3708.88,82.61
3708.75,82.50
3708.63,82.43
3708.50,82.43
3708.38,82.50
3708.25,82.61
3708.13,82.73
3708.00,82.82
3707.88,82.88
3707.75,82.91
3707.63,82.93
3707.50,82.96
3707.38,83.00
3707.25,83.02
3707.13,83.00
3707.00,82.96
3706.88,82.94
3706.75,82.95
3706.63,82.98
3706.50,83.01
3706.38,83.01
3706.25,82.97
3706.13,82.89
3706.00,82.72
3705.88,82.48
3705.75,82.25
3705.63,82.10
3705.50,82.06
3705.38,82.11
3705.25,82.21
3705.13,82.30
3705.00,82.31
3704.88,82.12
3704.75,81.65
3704.63,80.99
3704.50,80.36
3704.38,79.99
3704.25,79.97
3704.13,80.17
3704.00,80.40
3703.88,80.56
3703.75,80.66
3703.63,80.81
3703.50,81.06
3703.38,81.42
3703.25,81.86
3703.13,82.35
3703.00,82.85
3702.88,83.25
3702.75,83.46
3702.63,83.41
3702.50,83.18
3702.38,83.00
3702.25,82.80
3702.13,82.47
3702.00,82.24
3701.88,82.24
3701.75,82.37
3701.63,82.51
3701.50,82.62
3701.38,82.71
3701.25,82.78
3701.13,82.83
3701.00,82.83
3700.88,82.79
3700.75,82.72
3700.63,82.65
3700.50,82.63
3700.38,82.65
3700.25,82.67
3700.13,82.67
3700.00,82.66
3699.88,82.67
3699.75,82.65
3699.63,82.58
3699.50,82.35
3699.38,81.88
3699.25,81.07
3699.13,79.98
3699.00,78.87
3698.88,78.11
3698.75,77.90
3698.63,78.20
3698.50,78.82
3698.38,79.58
3698.25,80.37
3698.13,81.11
3698.00,81.68
3697.88,82.05
3697.75,82.25
3697.63,82.35
3697.50,82.42
3697.38,82.48
3697.25,82.54
3697.13,82.63
3697.00,82.73
3696.88,82.83
3696.75,82.89
3696.63,82.90
3696.50,82.88
3696.38,82.86
3696.25,82.85
3696.13,82.87
3696.00,82.87
3695.88,82.86
3695.75,82.82
3695.63,82.80
3695.50,82.79
3695.38,82.81
3695.25,82.84
3695.13,82.88
3695.00,82.94
3694.88,82.99
3694.75,83.01
3694.63,82.99
3694.50,82.98
3694.38,82.97
3694.25,82.97
3694.13,82.96
3694.00,82.94
3693.88,82.93
3693.75,82.91
3693.63,82.88
3693.50,82.83
3693.38,82.78
3693.25,82.73
3693.13,82.65
3693.00,82.49
3692.88,82.28
3692.75,82.10
3692.63,82.09
3692.50,82.26
3692.38,82.50
3692.25,82.60
3692.13,82.33
3692.00,81.79
3691.88,81.41
3691.75,81.11
3691.63,80.70
3691.50,80.44
3691.38,80.47
3691.25,80.67
3691.13,80.91
3691.00,81.14
3690.88,81.37
3690.75,81.60
3690.63,81.80
3690.50,81.98
3690.38,82.16
3690.25,82.35
3690.13,82.57
3690.00,82.80
3689.88,83.08
3689.75,83.30
3689.63,83.41
3689.50,83.32
3689.38,83.23
3689.25,83.03
3689.13,82.90
3689.00,83.77
3688.88,84.39
3688.75,83.87
3688.63,83.39
3688.50,83.24
3688.38,83.18
3688.25,83.05
3688.13,82.83
3688.00,82.62
3687.88,82.48
3687.75,82.44
3687.63,82.49
3687.50,82.58
3687.38,82.69
3687.25,82.78
3687.13,82.83
3687.00,82.87
3686.88,82.88
3686.75,82.90
3686.63,82.91
3686.50,82.92
3686.38,82.92
3686.25,82.91
3686.13,82.92
3686.00,82.93
3685.88,82.94
3685.75,82.96
3685.63,83.00
3685.50,83.03
3685.38,83.04
3685.25,83.04
3685.13,83.03
3685.00,83.02
3684.88,83.00
3684.75,82.99
3684.63,82.99
3684.50,83.00
3684.38,83.00
3684.25,83.00
3684.13,82.99
3684.00,82.98
3683.88,82.96
3683.75,82.92
3683.63,82.87
3683.50,82.83
3683.38,82.79
3683.25,82.69
3683.13,82.50
3683.00,82.24
3682.88,81.97
3682.75,81.74
3682.63,81.57
3682.50,81.49
3682.38,81.49
3682.25,81.59
3682.13,81.76
3682.00,81.97
3681.88,82.17
3681.75,82.34
3681.63,82.50
3681.50,82.65
3681.38,82.76
3681.25,82.83
3681.13,82.88
3681.00,82.92
3680.88,82.98
3680.75,83.09
3680.63,83.24
3680.50,83.37
3680.38,83.42
3680.25,83.36
3680.13,83.31
3680.00,83.33
3679.88,83.29
3679.75,83.10
3679.63,82.92
3679.50,82.82
3679.38,82.75
3679.25,82.61
3679.13,82.39
3679.00,82.15
3678.88,81.94
3678.75,81.83
3678.63,81.86
3678.50,81.96
3678.38,82.09
3678.25,82.24
3678.13,82.40
3678.00,82.50
3677.88,82.45
3677.75,82.23
3677.63,81.97
3677.50,81.86
3677.38,82.01
3677.25,82.28
3677.13,82.57
3677.00,82.77
3676.88,82.94
3676.75,82.87
3676.63,83.23
3676.50,84.12
3676.38,84.27
3676.25,84.07
3676.13,84.23
3676.00,84.55
3675.88,84.74
3675.75,84.52
3675.63,84.10
3675.50,84.06
3675.38,84.02
3675.25,83.64
3675.13,83.33
3675.00,83.23
3674.88,83.22
3674.75,83.16
3674.63,83.03
3674.50,82.88
3674.38,82.74
3674.25,82.58
3674.13,82.39
3674.00,82.15
3673.88,81.87
3673.75,81.61
3673.63,81.43
3673.50,81.38
3673.38,81.48
3673.25,81.70
3673.13,81.97
3673.00,82.22
3672.88,82.43
3672.75,82.60
3672.63,82.74
3672.50,82.84
3672.38,82.90
3672.25,82.97
3672.13,83.10
3672.00,83.23
3671.88,83.29
3671.75,83.22
3671.63,83.11
3671.50,82.73
3671.38,82.69
3671.25,83.48
3671.13,83.64
3671.00,83.17
3670.88,82.96
3670.75,82.98
3670.63,83.07
3670.50,83.10
3670.38,83.07
3670.25,83.05
3670.13,83.12
3670.00,83.29
3669.88,83.48
3669.75,83.63
3669.63,83.63
3669.50,83.50
3669.38,83.52
3669.25,83.60
3669.13,83.40
3669.00,83.11
3668.88,82.99
3668.75,82.99
3668.63,82.98
3668.50,82.92
3668.38,82.84
3668.25,82.77
3668.13,82.68
3668.00,82.57
3667.88,82.44
3667.75,82.31
3667.63,82.21
3667.50,82.16
3667.38,82.15
3667.25,82.20
3667.13,82.29
3667.00,82.39
3666.88,82.47
3666.75,82.51
3666.63,82.52
3666.50,82.47
3666.38,82.41
3666.25,82.36
3666.13,82.33
3666.00,82.30
3665.88,82.26
3665.75,82.20
3665.63,82.16
3665.50,82.15
3665.38,82.17
3665.25,82.21
3665.13,82.20
3665.00,82.09
3664.88,81.86
3664.75,81.57
3664.63,81.34
3664.50,81.25
3664.38,81.29
3664.25,81.42
3664.13,81.59
3664.00,81.79
3663.88,81.99
3663.75,82.18
3663.63,82.32
3663.50,82.40
3663.38,82.40
3663.25,82.29
3663.13,82.03
3663.00,81.64
3662.88,81.23
3662.75,80.94
3662.63,80.89
3662.50,81.07
3662.38,81.37
3662.25,81.72
3662.13,82.03
3662.00,82.28
3661.88,82.45
3661.75,82.56
3661.63,82.63
3661.50,82.67
3661.38,82.69
3661.25,82.71
3661.13,82.74
3661.00,82.77
3660.88,82.79
3660.75,82.81
3660.63,82.84
3660.50,82.85
3660.38,82.84
3660.25,82.80
3660.13,82.76
3660.00,82.73
3659.88,82.69
3659.75,82.66
3659.63,82.63
3659.50,82.62
3659.38,82.61
3659.25,82.61
3659.13,82.62
3659.00,82.62
3658.88,82.62
3658.75,82.62
3658.63,82.62
3658.50,82.62
3658.38,82.61
3658.25,82.60
3658.13,82.57
3658.00,82.49
3657.88,82.36
3657.75,82.25
3657.63,82.26
3657.50,82.39
3657.38,82.57
3657.25,82.64
3657.13,82.35
3657.00,81.69
3656.88,81.35
3656.75,81.29
3656.63,80.99
3656.50,80.79
3656.38,80.89
3656.25,81.13
3656.13,81.41
3656.00,81.66
3655.88,81.89
3655.75,82.09
3655.63,82.25
3655.50,82.36
3655.38,82.42
3655.25,82.45
3655.13,82.46
3655.00,82.47
3654.88,82.50
3654.75,82.53
3654.63,82.57
3654.50,82.60
3654.38,82.60
3654.25,82.58
3654.13,82.53
3654.00,82.42
3653.88,82.27
3653.75,82.15
3653.63,82.12
3653.50,82.17
3653.38,82.26
3653.25,82.36
3653.13,82.44
3653.00,82.52
3652.88,82.59
3652.75,82.69
3652.63,82.88
3652.50,83.12
3652.38,83.31
3652.25,83.36
3652.13,83.29
3652.00,83.34
3651.88,83.57
3651.75,83.60
3651.63,83.43
3651.50,83.27
3651.38,83.17
3651.25,83.18
3651.13,83.19
3651.00,82.93
3650.88,82.52
3650.75,82.20
3650.63,82.01
3650.50,81.90
3650.38,81.80
3650.25,81.76
3650.13,81.86
3650.00,81.91
3649.88,82.41
3649.75,83.17
3649.63,83.15
3649.50,82.78
3649.38,82.65
3649.25,82.61
3649.13,82.49
3649.00,82.18
3648.88,81.82
3648.75,81.56
3648.63,81.46
3648.50,81.56
3648.38,81.85
3648.25,82.27
3648.13,82.71
3648.00,82.99
3647.88,83.09
3647.75,83.18
3647.63,83.26
3647.50,83.22
3647.38,83.05
3647.25,82.89
3647.13,82.82
3647.00,82.80
3646.88,82.72
3646.75,82.60
3646.63,82.52
3646.50,82.53
3646.38,82.55
3646.25,82.55
3646.13,82.53
3646.00,82.51
3645.88,82.50
3645.75,82.46
3645.63,82.37
3645.50,82.26
3645.38,82.18
3645.25,82.14
3645.13,82.14
3645.00,82.17
3644.88,82.23
3644.75,82.29
3644.63,82.34
3644.50,82.36
3644.38,82.36
3644.25,82.34
3644.13,82.31
3644.00,82.30
3643.88,82.31
3643.75,82.34
3643.63,82.37
3643.50,82.38
3643.38,82.40
3643.25,82.41
3643.13,82.42
3643.00,82.40
3642.88,82.31
3642.75,82.15
3642.63,81.94
3642.50,81.68
3642.38,81.42
3642.25,81.20
3642.13,81.08
3642.00,81.11
3641.88,81.26
3641.75,81.47
3641.63,81.66
3641.50,81.80
3641.38,81.90
3641.25,81.98
3641.13,82.04
3641.00,82.04
3640.88,81.94
3640.75,81.69
3640.63,81.28
3640.50,80.82
3640.38,80.47
3640.25,80.36
3640.13,80.50
3640.00,80.78
3639.88,81.11
3639.75,81.40
3639.63,81.56
3639.50,81.59
3639.38,81.51
3639.25,81.41
3639.13,81.38
3639.00,81.45
3638.88,81.60
3638.75,81.80
3638.63,81.99
3638.50,82.13
3638.38,82.19
3638.25,82.20
3638.13,82.19
3638.00,82.17
3637.88,82.12
3637.75,82.04
3637.63,81.95
3637.50,81.88
3637.38,81.85
3637.25,81.85
3637.13,81.85
3637.00,81.80
3636.88,81.64
3636.75,81.31
3636.63,80.86
3636.50,80.42
3636.38,80.16
3636.25,80.18
3636.13,80.44
3636.00,80.80
3635.88,81.16
3635.75,81.45
3635.63,81.64
3635.50,81.68
3635.38,81.55
3635.25,81.31
3635.13,81.11
3635.00,81.08
3634.88,81.21
3634.75,81.42
3634.63,81.63
3634.50,81.85
3634.38,82.07
3634.25,82.16
3634.13,82.08
3634.00,81.99
3633.88,81.97
3633.75,81.98
3633.63,81.97
3633.50,81.93
3633.38,81.90
3633.25,81.91
3633.13,81.93
3633.00,81.96
3632.88,81.97
3632.75,81.98
3632.63,82.00
3632.50,82.02
3632.38,82.04
3632.25,82.05
3632.13,82.07
3632.00,82.10
3631.88,82.13
3631.75,82.13
3631.63,82.09
3631.50,82.02
3631.38,81.92
3631.25,81.80
3631.13,81.69
3631.00,81.66
3630.88,81.73
3630.75,81.90
3630.63,82.12
3630.50,82.44
3630.38,82.60
3630.25,82.57
3630.13,83.02
3630.00,83.31
3629.88,82.97
3629.75,82.78
3629.63,82.92
3629.50,83.16
3629.38,83.33
3629.25,83.34
3629.13,83.08
3629.00,82.81
3628.88,82.95
3628.75,82.89
3628.63,82.48
3628.50,82.19
3628.38,82.08
3628.25,82.00
3628.13,81.86
3628.00,81.68
3627.88,81.53
3627.75,81.45
3627.63,81.43
3627.50,81.50
3627.38,81.62
3627.25,81.72
3627.13,81.70
3627.00,81.55
3626.88,81.37
3626.75,81.26
3626.63,81.23
3626.50,81.26
3626.38,81.33
3626.25,81.42
3626.13,81.52
3626.00,81.61
3625.88,81.69
3625.75,81.75
3625.63,81.78
3625.50,81.78
3625.38,81.76
3625.25,81.72
3625.13,81.62
3625.00,81.46
3624.88,81.25
3624.75,81.02
3624.63,80.81
3624.50,80.61
3624.38,80.47
3624.25,80.45
3624.13,80.57
3624.00,80.81
3623.88,81.08
3623.75,81.33
3623.63,81.51
3623.50,81.60
3623.38,81.65
3623.25,81.67
3623.13,81.67
3623.00,81.60
3622.88,81.42
3622.75,81.15
3622.63,80.86
3622.50,80.66
3622.38,80.60
3622.25,80.63
3622.13,80.64
3622.00,80.54
3621.88,80.33
3621.75,80.11
3621.63,79.94
3621.50,79.88
3621.38,80.00
3621.25,80.31
3621.13,80.71
3621.00,81.15
3620.88,81.56
3620.75,81.93
3620.63,82.17
3620.50,82.21
3620.38,81.93
3620.25,81.63
3620.13,81.62
3620.00,81.49
3619.88,81.18
3619.75,81.05
3619.63,81.10
3619.50,81.17
3619.38,81.19
3619.25,81.18
3619.13,81.23
3619.00,81.38
3618.88,81.63
3618.75,81.92
3618.63,82.13
3618.50,82.17
3618.38,82.08
3618.25,81.98
3618.13,81.85
3618.00,81.63
3617.88,81.41
3617.75,81.33
3617.63,81.35
3617.50,81.40
3617.38,81.42
3617.25,81.44
3617.13,81.47
3617.00,81.50
3616.88,81.52
3616.75,81.54
3616.63,81.58
3616.50,81.63
3616.38,81.67
3616.25,81.68
3616.13,81.68
3616.00,81.70
3615.88,81.79
3615.75,81.91
3615.63,82.00
3615.50,82.01
3615.38,81.98
3615.25,81.94
3615.13,81.93
3615.00,81.88
3614.88,81.76
3614.75,81.62
3614.63,81.55
3614.50,81.54
3614.38,81.54
3614.25,81.53
3614.13,81.48
3614.00,81.45
3613.88,81.52
3613.75,81.73
3613.63,81.97
3613.50,82.13
3613.38,82.13
3613.25,82.06
3613.13,82.09
3613.00,82.08
3612.88,81.86
3612.75,81.67
3612.63,81.64
3612.50,81.66
3612.38,81.64
3612.25,81.54
3612.13,81.42
3612.00,81.27
3611.88,81.09
3611.75,80.88
